index,tweet
2019-10-08,RT @hughhewitt: I have promoted @KimStrassel book frequently on the air and in two @washingtonpost columns because it persuasively and succ
2019-10-08,"The lightweight mayor is hurting the great police and other wonderful supporters. 72,000 ticket requests already. Dump Frey and Omar! Make America Great Again! https://t.co/ibTqvSbsbn"
2019-10-08,"RT @toddstarnes: EXTORTION! Minneapolis Mayor Tries to Shut Down Trump's ""Keep America Great"" Rally https://t.co/oHprL8dmvR via @toddstarnes"
2019-10-08,RT @parscale: This is an outrageous abuse of power by a liberal mayor trying to deny the rights of his own citys residents just because he
2019-10-08,Thank you Joni! https://t.co/1DoUqOvOpp
2019-10-08,"....understands that while we only had 50 soldiers remaining in that section of Syria, and they have been removed, any unforced or unnecessary fighting by Turkey will be devastating to their economy and to their very fragile currency. We are helping the Kurds financially/weapons!"
2019-10-08,"We may be in the process of leaving Syria, but in no way have we Abandoned the Kurds, who are special people and wonderful fighters. Likewise our relationship with Turkey, a NATO and Trading partner, has been very good. Turkey already has a large Kurdish population and fully...."
2019-10-08,".....good health, at my request, Pastor Brunson, who had many years of a long prison term remaining. Also remember, and importantly, that Turkey is an important member in good standing of NATO. He is coming to the U.S. as my guest on November 13th. #ENDENDLESSWARS"
2019-10-08,"So many people conveniently forget that Turkey is a big trading partner of the United States, in fact they make the structural steel frame for our F-35 Fighter Jet. They have also been good to deal with, helping me to save many lives at Idlib Province, and returning, in very....."
2019-10-08,"....to see. Importantly, Ambassador Sondlands tweet, which few report, stated, I believe you are incorrect about President Trumps intentions. The President has been crystal clear: no quid pro quos of any kind. That says it ALL!"
2019-10-08,"I would love to send Ambassador Sondland, a really good man and great American, to testify, but unfortunately he would be testifying before a totally compromised kangaroo court, where Republicans rights have been taken away, and true facts are not allowed out for the public...."
2019-10-08,"Thank you to Lt. Bob Kroll of the great Minneapolis Police Department for your kind words on @foxandfriends. The Police are fighting the Radical Left Mayor, and his ridiculous Uniform Ban. Actually, I LOVE the Cops for Trump shirts. Want to bring some home. I am with you 100%!!!!"
2019-10-08,"I think that Crooked Hillary Clinton should enter the race to try and steal it away from Uber Left Elizabeth Warren. Only one condition. The Crooked one must explain all of her high crimes and misdemeanors including how &amp; why she deleted 33,000 Emails AFTER getting C Subpoena!"
2019-10-08,"Get your great T-Shirts, Cops for Trump, at https://t.co/pmhDDXsIlx  REALLY NICE! Thank you to Minneapolis Police Officers &amp; Union! @foxandfriends"
2019-10-08,Someone please tell the Radical Left Mayor of Minneapolis that he cant price out Free Speech. Probably illegal! I stand strongly &amp; proudly with the great Police Officers and Law Enforcement of Minneapolis and the Great State of Minnesota! See you Thursday Night!
2019-10-08,https://t.co/bh1FyxfUiA
2019-10-08,Hasnt Adam Schiff been fully discredited by now? Do we have to continue listening to his lies?
2019-10-08,"RT @bennyjohnson: Mahalet was born in Ethiopia. Abandoned by her parents, she lived as an impoverished orphan.  Mahalet was adopted by a lo"
2019-10-08,Friday night in Louisiana will be Great. Big crowd expected. Republicans must get out and vote for either of our two incredible candidates (@DocAbraham &amp; @EddieRispone) so we can stop Left Leaning Governor John Bel Edwards from getting over 50%. We will easily win the runoff! https://t.co/TRiTu71ny2
2019-10-08,The U.S. Border is SECURE! https://t.co/h9EPUPL1uS
2019-10-08,"....In fact, the Cops For Trump T-shirt Web Site CRASHED because of incredible volume, but is now back up and running. Proceeds go to the Police Union Charities. See you on Thursday night in Minneapolis!"
2019-10-08,"Radical Left Dem Mayor of Minneapolis, Jacob Frey, is doing everything possible to stifle Free Speech despite a record sell-out crowd at the Target Center. Presidents Clinton and Obama paid almost nothing! The Minneapolis Police have been incredible...."
2019-10-08,"This is just the beginning, thank you to @ByronYork! https://t.co/1ceplqe5MZ"
2019-10-08,"RT @senatemajldr: The USMCA would create 176,000 jobs for American workers and generate $68 billion in wealth for America. House Democrats"
2019-10-08,"Gasoline Prices in the State of California are MUCH HIGHER than anywhere else in the Nation ($2.50 vs. $4.50). I guess those very expensive and unsafe cars that they are mandating just arent doing the trick! Dont worry California, relief is on the way. The State doesnt get it!"
2019-10-08,RT @RepMarkMeadows: Reminder that while House Democrats have spent basically their entire first year as a majority this Congress throwing a
2019-10-08,"....If there is a Runoff in Louisiana, you will have a great new Republican Governor who will Cut your Taxes and Car Insurance, and do a fabulous job for you and your family. Vote Republican, the Party of Honest Abe Lincoln!"
2019-10-08,"Big Rally in Louisiana on Friday night. Must force a runoff with a Liberal Democrat Governor, John Bel Edwards, who has let your Taxes and Car Insurance get too high, and will never protect your 2nd Amendment. Vote for one of our two great Republicans on Saturday, force a runoff!"
2019-10-08,"Bob Mueller was pursuing the FBI Director job when he met with President Trump in 2017, Administration officials say. @FoxNews  Bret Baier and Jake Gibson @seanhannity This is true even though Mueller denied it!"
2019-10-08,RT @senatemajldr: The time for excuses is over. The USMCA needs to move this fall. Workers and small businesses in Kentucky and across the
2019-10-08,The Greatest Witch Hunt in the history of the USA! https://t.co/6FW11oLBv3
2019-10-08,"Wow, Just Breaking: The (big deal) Whistleblower had a PROFESSIONAL TIE to 2020 Democratic Candidate. Washington Examiner, @ByronYork  In other words, was working with someone who was potentially running against me. Why wasnt this reported by the ICIG? A Witch Hunt Scam!"
2019-10-08,https://t.co/ap9wN7wkj6
2019-10-08,https://t.co/jZLa4vWXAZ
2019-10-09,So amazing! https://t.co/UG3DaSkmUc
2019-10-09,"A Total Scam by the Do Nothing Democrats. For the good of the Country, this Wirch Hunt should end now! https://t.co/G2nPapozye"
2019-10-09,"So make all Member Countries pay, not just the United States! https://t.co/IVbE4MqBVl"
2019-10-09,He should be Impeached for Fraud! https://t.co/lu3xKFQaON
2019-10-09,RT @jasonrantz: Must watch Tucker Carlson segment! https://t.co/HdvFkjIj3n
2019-10-09,.....The Whistleblowers lawyer is a big Democrat. The Whistleblower has ties to one of my DEMOCRAT OPPONENTS. Why does the ICIG allow this scam to continue?
2019-10-09,"The Whistleblowers facts have been so incorrect about my no pressure conversation with the Ukrainian President, and now the conflict of interest and involvement with a Democrat Candidate, that he or she should be exposed and questioned properly. This is no Whistleblower....."
2019-10-09,RT @SenatorBurr: Wishing an easy and meaningful fast to all those observing Yom Kippur today. https://t.co/inRHZzxzRK
2019-10-09,"Fighting between various groups that has been going on for hundreds of years. USA should never have been in Middle East. Moved our 50 soldiers out. Turkey MUST take over captured ISIS fighters that Europe refused to have returned. The stupid endless wars, for us, are ending! https://t.co/Fbcem9i55Z"
2019-10-09,"The Do Nothing Democrats are Con Artists, only looking to hurt the Republican Party and President. Their total focus is 2020, nothing more, and nothing less. The good news is that WE WILL WIN!!!!"
2019-10-09,"....IN THE HISTORY OF OUR COUNTRY! We went to war under a false &amp; now disproven premise, WEAPONS OF MASS DESTRUCTION. There were NONE! Now we are slowly &amp; carefully bringing our great soldiers &amp; military home. Our focus is on the BIG PICTURE! THE USA IS GREATER THAN EVER BEFORE!"
2019-10-09,The United States has spent EIGHT TRILLION DOLLARS fighting and policing in the Middle East. Thousands of our Great Soldiers have died or been badly wounded. Millions of people have died on the other side. GOING INTO THE MIDDLE EAST IS THE WORST DECISION EVER MADE.....
2019-10-09,"....No Pressure at all said Ukraine! Very congenial, a perfect call. The Whistleblower and others spoke BEFORE seeing the Transcript. Now they must apologize to me and stop this ridiculous impeachment!"
2019-10-09,"The so-called Whistleblower, before knowing I was going to release the exact Transcript, stated that my call with the Ukrainian President was crazy, frightening, and completely lacking in substance related to national security. This is a very big Lie. Read the Transcript!"
2019-10-09,"So true Don, and this was a big lie. Look what happened to Friends of Trump, for less. Cant let this pass! https://t.co/u2To514DNq"
2019-10-09,RT @GOP: Every 2020 campaign needs to be asked: Did the whistleblower communicate with you or any of your associates prior to or after the
2019-10-09,RT @AmericaNewsroom: COMING UP: @Jim_Jordan joins us at 10:00 ET! #nine2noon https://t.co/0bf8bbTzI8
2019-10-09,RT @MattWolking: Democrats are deposing witnesses behind closed doors &amp; denying Republicans fair time to ask questions &amp; the right to call
2019-10-09,RT @DonaldJTrumpJr: Its good that this partisan hit job is coming to light but based on the bullshit of the last 3 years did anyone really
2019-10-09,"But we are now, for the first time, giving companies a better alternative! https://t.co/jJFKywyIGw"
2019-10-09,"Great support from GOP in fighting the Radical Left, Do Nothing Democrats! https://t.co/qjskHYkQpD"
2019-10-09,"They dont have a clue, but I do. The USA is doing great despite the Fed! https://t.co/85aW2YGehY"
2019-10-09,RT @MariaBartiromo: https://t.co/s6LoemTLmR @MorningsMaria @FoxBusiness
2019-10-09,"So why is someone a good or great President if they needed to Spy on someone elses Campaign in order to win (that didnt work out so well), and if they were unable to fill 142 important Federal Judgeships (a record by far), handing them all to me to chose. Will have 182 soon!"
2019-10-09,RT @IngrahamAngle: Dems are now willing to hurt our economy AND the economy of Mexicoall to deny Trump a win on USMCA.  Mexico is urging P
2019-10-09,Crooked Hillary should try it again! https://t.co/UjfIpZp1FA
2019-10-09,RT @Jim_Jordan: Democrats are so busy striking while the iron is hot that they didnt even have a vote to start their crazy impeachment p
2019-10-09,True. Should have never been there in the first place! https://t.co/kVXtpB23Wy
2019-10-09,"Why doesnt the ICIG do something about this Scam? He should have never let it start, a Dem Hoax! https://t.co/UCbObppWbA"
2019-10-09,Adam Schiff is a disgrace to our Country! https://t.co/4pM3j1GLev
2019-10-09,RT @michaelbeatty3: BOOM @MariaBartiromo is hearing.. IG REPORT OCT 18TH THICK AS A TELEPHONE BOOK @realDonaldTrump #PANIC #WednesdayWisd
2019-10-09,"....DACA stand, with all of its negative legal implications, the Republicans and Democrats will have a DEAL to let them stay in our Country, in very short order. It would actually benefit DACA, and be done the right way!"
2019-10-09,"President Obama said that he did not have the right to sign DACA, that it will never hold up in court. He signed it anyway! If the Supreme Court upholds DACA, it gives the President extraordinary powers, far greater than ever thought. If they do what is right and do not let......"
2019-10-09,"Only 25 percent want the President Impeached, which is pretty low considering the volume of Fake News coverage, but pretty high considering the fact that I did NOTHING wrong. It is all just a continuation of the greatest Scam and Witch Hunt in the history of our Country!"
2019-10-09,"So why is someone a good or great President if they needed to Spy on someone elses Campaign in order to win (that didnt work out so well), and if they were unable to fill 142 important Federal Judgeships (a record by far), handing them all to me to choose. Will have 182 soon!"
2019-10-09,"So pathetic to see Sleepy Joe Biden, who with his son, Hunter, and to the detriment of the American Taxpayer, has ripped off at least two countries for millions of dollars, calling for my impeachment - and I did nothing wrong. Joes Failing Campaign gave him no other choice!"
2019-10-09,Sleepy Joe Biden! https://t.co/oZtytImXqq
2019-10-09,The hardest thing I have to do as President... https://t.co/6bzwh78I00
2019-10-09,https://t.co/I6VsoDIQQp
2019-10-09,A different take! https://t.co/XKnQ6XTF0k
2019-10-09,RT @ABCPolitics: President Trump criticizes Steve Kerr and Gregg Popovich  both vocal critics of Trump  when asked about China putting pr
2019-10-09,I dont think its a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the House of Representatives. This is an insult to real Whistleblowers. Actual Whistleblowers go on to have their whole lives upended. John Kiriakou  @TuckerCarlson
2019-10-09,"Impeached for what, having created the greatest Economy in the history of our Country, building our strongest ever Military, Cutting Taxes too much? https://t.co/LWxfEcRmj4"
2019-10-10,"In case the Kurds or Turkey lose control, the United States has already taken the 2 ISIS militants tied to beheadings in Syria, known as the Beetles, out of that country and into a secure location controlled by the U.S. They are the worst of the worst!"
2019-10-10,"....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT, let the Kurds fight their own battles (even with our financial help). I say hit Turkey very hard financially &amp; with sanctions if they dont play by the rules! I am watching closely."
2019-10-10,Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers or Military anywhere near the attack area. I am trying to end the ENDLESS WARS. Talking to both sides. Some want us to send tens of thousands of soldiers to....
2019-10-10,"RT @IvankaTrump: See you soon in Kansas City, Missouri @RoyBlunt! https://t.co/6FW7zumXdZ"
2019-10-10,"RT @MariaBartiromo: Today @newtgingrich ""You can always impeach if you are in the majority and if you want to commit suicide &amp; that's what"
2019-10-10,"RT @MariaBartiromo: ""This is not an impeachment. This is a coup"" - @newtgingrich @MorningsMaria @FoxBusiness ""the left hates trump that inc"
2019-10-10,Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy! https://t.co/Gtwn0nxOTt
2019-10-10,"...Court Justice &amp; I turned him down (hes been terrible ever since), Shep Smith, @donnabrazile (who gave Crooked Hillary the debate questions &amp; got fired from @CNN), &amp; others, @FoxNews doesnt deliver for US anymore. It is so different than it used to be. Oh well, Im President!"
2019-10-10,"From the day I announced I was running for President, I have NEVER had a good @FoxNews Poll. Whoever their Pollster is, they suck. But @FoxNews is also much different than it used to be in the good old days. With people like Andrew Napolitano, who wanted to be a Supreme...."
2019-10-10,"Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump involved no bribe, blackmail or quid pro quo, as impeachment-minded Democrats claim. This should immediately end the talk of impeachment!  https://t.co/0mOTK4dNC3"
2019-10-10,"Big day of negotiations with China. They want to make a deal, but do I? I meet with the Vice Premier tomorrow at The White House."
2019-10-10,Why isnt the IG investigating his so-called Whistleblower? All bad info!
2019-10-10,"The President of the Ukraine just stated again, in the strongest of language, that President Trump applied no pressure and did absolutely nothing wrong. He used the strongest language possible. That should end this Democrat Scam, but it wont, because the Dems &amp; Media are FIXED!"
2019-10-10,"Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many people trying so hard to find a new, consistent and powerful VOICE! See you tonight at the Big Rally in Minneapolis."
2019-10-10,https://t.co/sI5hZ81ASL
2019-10-10,https://t.co/HZzDQY5QqV
2019-10-10,"....We have one of three choices: Send in thousands of troops and win Militarily, hit Turkey very hard Financially and with Sanctions, or mediate a deal between Turkey and the Kurds!"
2019-10-10,"We defeated 100% of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey, in Syria. We did our job perfectly! Now Turkey is attacking the Kurds, who have been fighting each other for 200 years...."
2019-10-10,"WOW, THANK YOU Minneapolis, Minnesota  on my way! #KAG2020 https://t.co/Czl6GbCCxN"
2019-10-10,The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by @jairbolsonaro. This article is FAKE NEWS! https://t.co/Hym9ZATHjt
2019-10-10,"Over the next 13 months, we are going to fight with all of our heart and soul  and we are going to win the Great State of Minnesota in 2020! #TrumpMinneapolis #KAG2020 https://t.co/c3FQnrPJWr"
2019-10-10,"A GREAT evening in Minneapolis, Minnesota with incredible American Patriots. THANK YOU! https://t.co/b3UQEo0wPq"
2019-10-11,"Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past, more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!"
2019-10-11,"Will be with our two GREAT Senators, @SenJohnKennedy &amp; @SenBillCassidy, tonight in Louisiana. These two hard working, really smart men, love their Country and love their State. We will hopefully add a Great New Republican Governor to the beautiful Louisiana mix! See you tonight!"
2019-10-11,"One of the great things about the China Deal is the fact that, for various reasons, we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated, I sign it myself on behalf of our Country. Fast and Clean!"
2019-10-11,What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who destroyed so many great people &amp; families! https://t.co/GTHdZ7BN6B
2019-10-11,"RT @IvankaTrump: Thank you @Udacity for Pledging to providing 100,000 retraining scholarships over the next 5 yrs in Artificial intellig"
2019-10-11,RT @WhiteHouse: National Security Adviser Robert O'Brien: We made this very clear to President Erdogan early on that the invasion of Syria
2019-10-11,RT @seanhannity: NFL FLASHBACK https://t.co/wDAMnrpYPY
2019-10-11,Really good news! https://t.co/dbc6AgzNPx
2019-10-11,RT @WhiteHouse: The old barriers along our southern border were built to defend against vehicle crossingsand not much else.  How comprehen
2019-10-11,RT @freedomcaucus: Being in contact with a key witness and then lying about it renders Adam Schiff unqualified to lead a fair and just inqu
2019-10-11,"RT @WhiteHouse: ""It breaks my heart every time I speak to one of these victims."" @ICEgov can intervene before preventable crimes happen by"
2019-10-11,RT @seanhannity: #HANNITY: Sean lays out whats REALLY behind the Dems impeachment hysteria and all of their phony witch hunts. Watch! htt
2019-10-11,RT @seanhannity: Collins RIPS Dems: Conducting an impeachment investigation behind closed doors isnt just unprecedentedits un-American.
2019-10-11,So Great! https://t.co/WZSY7E0A2M
2019-10-11,"RT @KRCG13: In Kansas City today, Gov. Mike Parson, U.S. Sen @RoyBlunt, presidential advisor @IvankaTrump,  @HHSGov Secretary Alex Azar and"
2019-10-11,RT @seanhannity: Really? https://t.co/7Wap0kKXyi
2019-10-11,RT @BillOReilly: New survey reveals that 45% of adults find it hard to make new friends  the average adult has not made a new friend in 5
2019-10-11,RT @seanhannity: The White House Refuses to Legitimize the Illegitimate Impeachment Inquiry https://t.co/A6os0wVCW5 https://t.co/ej4Rez
2019-10-11,"RT @WhiteHouse:  13,000 new construction jobs  3,000 new manufacturing jobs  Jobless rate down from 4% to 3.3%  Minnesotans are winning"
2019-10-11,"RT @IvankaTrump: We are striving to ensure all hard-working Americans have access to high-quality, affordable childcare.  Thank you @GovPa"
2019-10-11,"RT @CLewandowski_: Trump Doral to host political fest with Trump, Jr., Sarah Sanders and Corey Lewandowski - News - The Palm Beach Post - W"
2019-10-11,"RT @WhiteHouse: USMCA updates NAFTA to achieve goals that Democrats have long claimed to support. So whats the holdup?  Yesterday, @VP had"
2019-10-11,"RT @DanScavino: President @realDonaldTrump arrives at the Target Center in Minneapolis, Minnesota for a MASSIVE TRUMP RALLY. Speechless  t"
2019-10-11,A Giant Scam! https://t.co/Go4TffoEaq
2019-10-11,Amazing Evening! https://t.co/jVTW8sRJpf
2019-10-11,"RT @WaysandMeansGOP: #USMCA will build on the strong economy, benefitting farmers, small businesses, and manufacturers across the country."
2019-10-11,"RT @HouseGOP: Were just waiting on Congress...  Jed Clark, Kentucky Farmer   Farmers in Kentucky and all across America are waiting for"
2019-10-11,The Do Nothing Democrats. Thanks Vicky! https://t.co/WEZgrvobs3
2019-10-11,Do you believe this?  A total Scam! https://t.co/ihJmne0AbW
2019-10-11,RT @DanScavino: More overflow tonight. WOW!  #TrumpMinneapolis #KAG2020 https://t.co/WGeLF3Zje0
2019-10-11,RT @DanScavino: https://t.co/fk9LxttNsm
2019-10-11,RT @DanScavino: Happening Now #TrumpMinneapolis #KAG2020 https://t.co/Wisfnyv3R1
2019-10-11,RT @IvankaTrump: Tune in this morning at 9AM  https://t.co/Ut3KvBfIMb
2019-10-11,RT @ericbolling: I have accepted an offer to join the @TPUSA Advisory Board.   I think this an important added role for me to take on.   @c
2019-10-11,RT @WhiteHouse:  Median household income is at a record high  The average household saw a $1400 tax cut  Unemployment has fallen to 3.5%
2019-10-11,"RT @MariaBartiromo: USMCA passage, China deal should be a one-two punch: Rep. Tom Reed https://t.co/WcBsEjjir3 @MorningsMaria @FoxBusiness"
2019-10-11,RT @seanhannity: MAGA in Minnesota! https://t.co/7KTlWI9pnP
2019-10-11,"We love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2"
2019-10-11,RT @IvankaTrump: Women are absolutely critical to the National Security of a Nation &amp; need to be brought to the negotiating table during pe
2019-10-11,A terrible and very dishonest person! https://t.co/bomdDcHTT4
2019-10-11,"RT @WhiteHouse: President @realDonaldTrump has authorized a new executive order giving @USTreasury, in consultation with himself and @SecPo"
2019-10-11,RT @seanhannity: McCabe's admission... https://t.co/HrXgIIHolO
2019-10-11,"RT @realDonaldTrump: We love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2"
2019-10-11,"Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP https://t.co/V1rVXEEuso"
2019-10-11,"....Congratulations Kevin, on a job well done! I will be announcing the new Acting Secretary next week. Many wonderful candidates!"
2019-10-11,"Kevin McAleenan has done an outstanding job as Acting Secretary of Homeland Security. We have worked well together with Border Crossings being way down. Kevin now, after many years in Government, wants to spend more time with his family and go to the private sector...."
2019-10-11,"RT @DanScavino: President @realDonaldTrump has arrived at the James E. Sudduth Coliseum in Lake Charles, Louisiana. Get out TOMORROW and VO"
2019-10-11,RT @VP: Thank you Kevin McAleenan for your dedication and service to our country! You have done great work securing our border and we are t
2019-10-11,RT @seanhannity: Biden's Ukraine warning  https://t.co/KYzpnLIrMX https://t.co/JN0ph3cuCb
2019-10-11,RT @Scavino45: President Trump departing the @WhiteHouse shortly for Louisiana! https://t.co/la6tL5LbUX
2019-10-11,"Is he leaving due to bad ratings, or some other less important reason? https://t.co/XBr7xVgarc"
2019-10-11,WHERES HUNTER?
2019-10-11,"RT @realDonaldTrump: Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana"
2019-10-11,"I never saw so many subpoenas! @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript, or listen to the New Ukraine Presidents statement, NO PRESSURE! This is a Democrat Con Job. Impeach Schiff for FRAUD!"
2019-10-11,"So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak and pathetic. Dont want him at the White House!"
2019-10-11,"LOUISIANA  Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either @DocAbraham or @EddieRispone (BOTH GREAT)! https://t.co/Qyu6z9nZXr"
2019-10-11,"Louisiana REPUBLICANS, thank you for a great evening. Get out TOMORROW and VOTE REPUBLICAN! Send the Radical Democrat establishment a loud and clear message that you are going to FIRE your Democrat Governor, John Bel Edwards and send a Great Republican to the Governors Mansion! https://t.co/4GHVNz8lda"
2019-10-12,Schiff aides worked with Whistleblower. @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!
2019-10-12,"The case of Major Mathew Golsteyn is now under review at the White House. Mathew is a highly decorated Green Beret who is being tried for killing a Taliban bombmaker. We train our boys to be killing machines, then prosecute them when they kill! @PeteHegseth"
2019-10-12,"Louisiana, get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for your Great State - lower taxes and car insurance, and better protection of your 2nd Amendment! Fantastic being with you last night!"
2019-10-12,"....Other aspects of the deal are also great - technology, financial services, 16-20 Billion in Boeing Planes etc., but WOW, the Farmers really hit pay dirt! @ChuckGrassley @joniernst @debfisher @BenSasse  Thank you to all Republicans in Congress for your invaluable help!"
2019-10-12,"The deal I just made with China is, by far, the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact, there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!"
2019-10-12,"So now they are after the legendary crime buster and greatest Mayor in the history of NYC, Rudy Giuliani. He may seem a little rough around the edges sometimes, but he is also a great guy and wonderful lawyer. Such a one sided Witch Hunt going on in USA. Deep State. Shameful!"
2019-10-12,https://t.co/YBmYOsGdK3 https://t.co/LWCWvpeIqn
2019-10-12,https://t.co/0DTxsaGKZ1
2019-10-12,RT @ericbolling: Lockdown??  #FakeNews  @SecPompeo gave me unprecedented access at State this week. Answered all my questions about Ukrai
2019-10-12,Happy National Farmers Day! https://t.co/zqhaDCikQg
2019-10-12,RT @realDonaldTrump: https://t.co/YBmYOsGdK3 https://t.co/LWCWvpeIqn
2019-10-12,Start thinking about getting bigger tractors! https://t.co/MhmvNhAA4r
2019-10-12,That is the real story! https://t.co/fG3zvMIaxp
2019-10-12,RT @Jim_Jordan: There has been a lot of noise since @SpeakerPelosi decided to call for impeachment before having the facts. Here are a few
2019-10-12,RT @Jim_Jordan: Why wont the media ask these questions to @RepAdamSchiff or @SpeakerPelosi?
2019-10-12,"RT @Jim_Jordan: Why wont Democrats focus on helping the country, instead of attacking the President with this unfair and partisan process?"
2019-10-12,The Endless Wars Must End!
2019-10-12,"The Governor of Louisiana, John Bel Edwards, has done a poor job. NOW HE IS IN A RUNOFF WITH A GREAT REPUBLICAN, @EddieRispone. Thank you Louisiana! 66% down to 47% after I explained what a bad job the Governor was doing."
2019-10-13,RT @DanScavino: https://t.co/KeCSTIVms0
2019-10-13,"The same people that got us into the Middle East Quicksand, 8 Trillion Dollars and many thousands of lives (and millions of lives when you count the other side), are now fighting to keep us there. Dont listen to people that havent got a clue. They have proven to be inept!"
2019-10-13,RT @DevinNunes: CA Republicans tried to repeal new gas tax. Unfortunately Dem/Socialists/Media rejected it. Now we pay the price here in CA
2019-10-13,RT @DevinNunes: Did Mueller lie to Congress about meeting with Trump before he took the special counsel job? | Fox News @GreggJarrett  ht
2019-10-13,RT @EricTrump: Thanks Brian! https://t.co/GnOy2Wn8kH
2019-10-13,"Congratulations to the Great State of Louisiana. A big night. You will soon have a new and wonderful Governor, @EddieRispone. Your Taxes and Car Insurance Payments will go DOWN!"
2019-10-13,A despicable human being! https://t.co/3KpgUuRaXU
2019-10-13,"Very smart not to be involved in the intense fighting along the Turkish Border, for a change. Those that mistakenly got us into the Middle East Wars are still pushing to fight. They have no idea what a bad decision they have made. Why are they not asking for a Declaration of War?"
2019-10-13,"The Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor was forced into a runoff by not getting 50%. Big upset! Now @EddieRispone, who will be a great Governor, will win!"
2019-10-13,.....The Kurds and Turkey have been fighting for many years. Turkey considers the PKK the worst terrorists of all. Others may want to come in and fight for one side or the other. Let them! We are monitoring the situation closely. Endless Wars!
2019-10-13,"Do you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people wanted us to fight with the Kurds against Iraq, who we just fought for. I said no, and the Kurds left the fight, twice. Now the same thing is happening with Turkey......"
2019-10-13,"Dealing with @LindseyGrahamSC and many members of Congress, including Democrats, about imposing powerful Sanctions on Turkey. Treasury is ready to go, additional legislation may be sought. There is great consensus on this. Turkey has asked that it not be done. Stay tuned!"
2019-10-13,Wheres Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.
2019-10-13,"We have become a far greater Economic Power than ever before, and we are using that power for WORLD PEACE!"
2019-10-13,Happy Birthday @USNavy! https://t.co/H0lNgAdogV
2019-10-13,"The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call, a crime. Democrat Senate Seats will also be put at risk, even some that were supposedly safe. Look at Louisiana last night, North Carolina last week!"
2019-10-13,CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!
2019-10-13,"....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal, then head directly into Phase Two. The Phase One Deal can be finalized &amp; signed soon!"
2019-10-13,"My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product, not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects, start preparing...."
2019-10-13,".....BY THE WAY, DONT CALL ME AGAIN, ILL CALL YOU WHEN YOUVE DONE WHAT IVE ASKED. A reminder, that wasnt just stupid, it was FALSE. @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp; the American People. End Witch Hunt!"
2019-10-13,"Congressman Adam Schiff, who when seeing the REAL Ukraine phone call Transcript decided hed better make up one of his own. Im going to say this only SEVEN times, so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT, UNDERSTAND, LOTS OF IT, AND....."
2019-10-13,"The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to, or be allowed in, the United States!"
2019-10-13,".@marklevinshow on @FoxNews is doing a big show tonight on the Democrats Impeachment Scam. 10:00 P.M. No guests, just Mark. He is angry (like so many others!). At 9:00 P.M. on @FoxNews, Steve Hilton is looking into the Crooked Bidens. Wheres Hunter?"
